entity_from,relationship_type,relationship_sub_type,entity_to
Apex Digital Limited,Director,Executive Director,Gamma Infra Limited
Nova Digital BV,Subsidiary,51% Owned,Nexus Partners Berhad
Pacific Holdings BV,Subsidiary,85% Owned,Pinnacle Group Co Ltd
Atlas Infra PLC,Subsidiary,51% Owned,Crest Assets BV
Sigma Media BV,Director,Executive Director,Orion Finance Ltd
Beta Capital Limited,Ownership,Significant,Fusion Ventures Inc
Titan Energy Inc,Subsidiary,100% Owned,Stellar Capital International
Atlas Ventures Co.,Shareholder,Institutional,Vertex Infra LLC
Catalyst Infra Berhad,Ownership,Minor,Catalyst Systems SARL
Synergy Pay Sdn Bhd,Investor,Private Equity,Omega Resources LLC
Nexus Assets Co.,Subsidiary,75% Owned,Victory Assets Pte Ltd
Nexus Logistics BV,Subsidiary,85% Owned,Elite Tech Co Ltd (BVI)
Orion Assets Corp,Subsidiary,60% Owned,Fusion Solutions Sdn Bhd
Asia Finance Inc,Ownership,Indirect,Alpha Digital LLC (BVI)
Victory Media GmbH,Subsidiary,75% Owned,Catalyst Finance Pt
Delta Investments Berhad,Ownership,Major,Elite Investments PLC
Dato' Rahman,Director,Non-Executive,Gamma Health Limited
Quantum Resources Inc,Ownership,Controlling,Quantum Investments Co Ltd
Global Tech Co Ltd,Shareholder,Institutional,Prime Health Pte Ltd
Sigma Pay LLC,Ownership,Controlling,Horizon Ventures Corp
Pacific Systems SARL,Ownership,Indirect,Elite Media Co.
Sigma Properties Inc,Director,Managing Director,Orion Infra Berhad
Omega Energy Co Ltd,Ownership,Minor,Nova Investments PLC
Nova Assets Berhad,Subsidiary,90% Owned,Victory Investments Co.
Vertex Capital Corp,Subsidiary,60% Owned,Titan Systems Inc (ID)
Zenith Media Co Ltd,Subsidiary,85% Owned,Apex Resources SARL
Vertex Health PLC,Shareholder,Major,Catalyst Holdings Inc
Asia Group International,Subsidiary,60% Owned,Omega Pay Pt
Omega Tech Corp,Shareholder,Institutional,Vertex Investments Inc (HK)
Apex Finance Co.,Subsidiary,60% Owned,Fusion Properties Corp
Quantum Partners Co.,Ownership,Indirect,Fusion Health Berhad
Omega Partners Co.,Ownership,Major,Orion Systems Co Ltd
Horizon Tech GmbH,Subsidiary,60% Owned,Stellar Partners Pt
Crest Media PLC,Subsidiary,51% Owned,Nova Ventures Co.
Alpha Systems LLC,Ownership,Controlling,Global Ventures Sdn Bhd
Horizon Manufacturing Enterprises,Ownership,Direct,Stellar Properties Co.
Nexus Digital GmbH,Subsidiary,60% Owned,Vantage Assets International
Elite Digital PLC,Ownership,Minor,Pinnacle Logistics Limited (TH)
Titan Investments Co.,Subsidiary,85% Owned,Omega Systems Inc (ID)
Global Tech Pte Ltd,Ownership,Direct,Apex Systems Inc
Vantage Energy Co.,Ownership,Controlling,Alpha Ecommerce Ltd (HK)
Global Logistics Ltd,Ownership,Direct,Orion Ecommerce Co.
Orion Digital Limited,Subsidiary,75% Owned,Prime Ventures Co Ltd
Atlas Media Berhad,Subsidiary,60% Owned,Beta Manufacturing Enterprises (TH)
Vertex Infra BV,Subsidiary,85% Owned,Sigma Systems Limited
Victory Ecommerce Co Ltd,Director,CFO,Pinnacle Systems BV
Beta Assets Co Ltd,Subsidiary,90% Owned,Orion Holdings Limited
Prime Properties Pte Ltd,Ownership,Controlling,Summit Investments Limited
Catalyst Properties PLC,Ownership,Direct,Apex Ecommerce Pte Ltd
Omega Capital Berhad,Ownership,Indirect,Vertex Tech Limited
Alpha Resources Limited,Ownership,Minor,Prime Partners Sdn Bhd
Delta Ventures International,Subsidiary,100% Owned,Nova Tech Pte Ltd (MY)
Asia Partners LLC,Ownership,Significant,Vantage Finance Enterprises
Prime Health PLC,Subsidiary,51% Owned,Summit Solutions GmbH
Orion Properties BV,Ownership,Minor,Asia Energy SARL
Orion Partners SARL,Subsidiary,100% Owned,Stellar Finance Ltd
Global Resources Sdn Bhd,Subsidiary,60% Owned,Elite Ecommerce Inc
Titan Holdings PLC,Subsidiary,51% Owned,Beta Manufacturing Sdn Bhd
Gamma Tech LLC,Ownership,Direct,Prime Pay International (MY)
Crest Energy Enterprises,Ownership,Controlling,Gamma Tech Corp
Fusion Ecommerce LLC,Ownership,Major,Global Logistics Ltd (MY)
Atlas Ventures PLC,Ownership,Indirect,Victory Manufacturing Corp
Victory Partners Co.,Subsidiary,90% Owned,Crest Holdings Limited
Fusion Tech Pt,Ownership,Major,Vertex Systems SARL
Victory Health GmbH,Subsidiary,100% Owned,Summit Properties Limited
Victory Properties Berhad,Subsidiary,100% Owned,Asia Partners BV
Orion Properties Corp,Ownership,Significant,Pinnacle Capital Pt
Omega Solutions Berhad,Ownership,Controlling,Apex Solutions LLC
Pinnacle Digital LLC,Director,CEO,Stellar Digital Ltd
Nexus Pay Enterprises,Shareholder,Institutional,Synergy Logistics LLC
Prime Properties Pte Ltd,Ownership,Major,Orion Group Limited
Vantage Ventures PLC,Subsidiary,100% Owned,Zenith Pay Limited (SG)
Synergy Systems PLC,Ownership,Direct,Zenith Properties Limited (ID)
Summit Health Sdn Bhd,Ownership,Major,Delta Energy Limited (HK)
Quantum Pay Corp,Shareholder,Minor,Omega Properties Corp (TH)
Sigma Solutions International,Subsidiary,85% Owned,Delta Health Pt
Prime Tech Co.,Subsidiary,75% Owned,Prime Investments GmbH
Zenith Health Co Ltd,Ownership,Major,Elite Ecommerce PLC (KY)
Pinnacle Partners International,Shareholder,Minor,Global Infra LLC
Omega Ecommerce PLC,Subsidiary,51% Owned,Prime Investments Pte Ltd (MY)
Nova Properties Co.,Subsidiary,100% Owned,Alpha Logistics Berhad
Orion Energy PLC,Ownership,Direct,Prime Manufacturing Ltd
Alpha Ecommerce GmbH,Ownership,Major,Titan Systems GmbH
Synergy Systems Enterprises,Subsidiary,51% Owned,Delta Finance Sdn Bhd
Catalyst Holdings International,Subsidiary,85% Owned,Victory Investments Inc
Crest Digital Sdn Bhd,Ownership,Direct,Omega Energy Co Ltd
Victory Partners Limited,Director,Chairman,Delta Tech Pt
Atlas Investments Corp,Subsidiary,100% Owned,Stellar Systems International
Asia Capital LLC,Subsidiary,60% Owned,Crest Finance Berhad
Synergy Solutions GmbH,Subsidiary,60% Owned,Catalyst Ventures PLC (HK)
Stellar Pay Pte Ltd,Ownership,Major,Titan Digital GmbH
Crest Ventures Pt,Ownership,Major,Fusion Systems Ltd
Beta Tech Pt,Ownership,Direct,Vantage Partners Co Ltd
Global Digital Co Ltd,Ownership,Controlling,Global Ventures LLC (HK)
Nexus Pay Corp,Ownership,Controlling,Catalyst Digital Enterprises (BVI)
Omega Ecommerce Pt,Ownership,Controlling,Vertex Solutions Ltd
Delta Logistics Co Ltd,Ownership,Minor,Beta Tech International
Apex Energy LLC,Ownership,Major,Catalyst Systems Pte Ltd
Prime Ventures Ltd,Subsidiary,51% Owned,Nexus Digital BV (SG)
Atlas Finance Ltd,Director,CFO,Asia Ventures Sdn Bhd (MY)
Sigma Systems BV,Ownership,Significant,Victory Infra Co. (ID)
Elite Solutions International,Ownership,Direct,Zenith Partners Limited
Zenith Resources LLC,Subsidiary,85% Owned,Beta Energy Sdn Bhd (HK)
Sigma Resources Berhad,Subsidiary,85% Owned,Pacific Digital PLC
Pacific Manufacturing Enterprises,Subsidiary,85% Owned,Stellar Systems PLC
Vantage Finance Sdn Bhd,Ownership,Indirect,Pinnacle Systems Pte Ltd
Crest Holdings Pt,Ownership,Direct,Synergy Group Co Ltd
Orion Group Pt,Ownership,Minor,Stellar Resources Pt (HK)
Prime Logistics LLC,Subsidiary,60% Owned,Global Assets Enterprises
Victory Assets SARL,Ownership,Significant,Vantage Infra Sdn Bhd
Titan Health Corp,Ownership,Major,Vertex Resources Limited
Nexus Resources Pte Ltd,Ownership,Major,Stellar Finance Co Ltd (TH)
Vertex Holdings LLC,Subsidiary,100% Owned,Titan Digital Pt
Asia Assets Inc,Subsidiary,100% Owned,Global Partners Corp
Vertex Manufacturing SARL,Ownership,Significant,Nova Manufacturing Pt
Titan Pay Ltd,Director,CFO,Summit Digital SARL
Nova Ventures Inc,Ownership,Controlling,Nova Resources LLC
Global Energy SARL,Ownership,Significant,Global Systems PLC (BVI)
Vertex Holdings PLC,Ownership,Direct,Global Partners Limited
Alpha Finance Enterprises,Investor,Venture Capital,Pacific Resources Inc
Victory Capital Enterprises,Subsidiary,90% Owned,Crest Investments International
Gamma Finance International,Director,Non-Executive,Horizon Finance Enterprises
Asia Infra LLC,Ownership,Controlling,Apex Pay Ltd (SG)
Quantum Infra Corp,Subsidiary,85% Owned,Sigma Digital International
Stellar Systems LLC,Subsidiary,100% Owned,Stellar Properties LLC
Gamma Capital Limited,Shareholder,Major,Gamma Assets GmbH (BVI)
Atlas Digital Pte Ltd,Ownership,Direct,Elite Solutions Pt
Global Investments LLC,Subsidiary,51% Owned,Zenith Partners Pt (ID)
Fusion Capital Co.,Investor,Series C,Horizon Logistics LLC
Nexus Digital Sdn Bhd,Shareholder,Minor,Pacific Logistics Co. (BVI)
Zenith Properties Ltd,Director,CEO,Nexus Capital Ltd (MY)
Nova Investments Pte Ltd,Ownership,Direct,Vantage Ventures Corp
Zenith Tech Co Ltd,Subsidiary,90% Owned,Delta Holdings LLC
Zenith Pay PLC,Director,CEO,Pinnacle Manufacturing Berhad (HK)
Omega Partners BV,Ownership,Major,Nova Digital Pte Ltd
Beta Ventures Corp,Subsidiary,51% Owned,Synergy Capital Inc (MY)
Vertex Digital Pt,Ownership,Indirect,Omega Manufacturing Limited
Vantage Holdings International,Subsidiary,75% Owned,Orion Media PLC
Zenith Ventures SARL,Ownership,Controlling,Fusion Ventures Sdn Bhd (ID)
Asia Ecommerce Inc,Shareholder,Minor,Orion Tech PLC
Stellar Properties BV,Shareholder,Major,Delta Energy Enterprises
Victory Ventures Limited,Director,CTO,Fusion Digital Co.
Quantum Energy Inc,Subsidiary,75% Owned,Apex Assets Inc (KY)
Stellar Energy Berhad,Director,CFO,Summit Ecommerce International
Asia Solutions International,Ownership,Direct,Vantage Energy Inc
Titan Ventures LLC,Ownership,Significant,Apex Manufacturing International
Nexus Ventures Sdn Bhd,Shareholder,Institutional,Catalyst Ventures Limited
Orion Ecommerce Ltd,Ownership,Direct,Vantage Properties LLC
Orion Finance Pt,Shareholder,Major,Beta Logistics PLC (KY)
Asia Systems Inc,Investor,Venture Capital,Catalyst Systems Sdn Bhd (BVI)
Nova Pay PLC,Ownership,Significant,Zenith Tech Ltd (TH)
Vertex Group SARL,Subsidiary,60% Owned,Global Logistics PLC
Nexus Media Co.,Ownership,Controlling,Prime Capital Inc
Global Partners BV,Ownership,Minor,Orion Energy Ltd (KY)
Titan Capital Berhad,Subsidiary,60% Owned,Vertex Systems Sdn Bhd
Summit Finance Co Ltd,Director,CTO,Horizon Systems Ltd
Pacific Group Enterprises,Ownership,Major,Vertex Logistics Corp
Pinnacle Assets Limited,Investor,Venture Capital,Victory Pay Corp
Alpha Ventures Inc,Director,Executive Director,Nova Manufacturing Limited
Tan Sri Lim,Director,Chairman,Apex Systems Co Ltd
Crest Investments Corp,Director,CEO,Fusion Group SARL
Asia Tech Berhad,Ownership,Significant,Crest Systems Corp
Victory Ventures Inc,Director,Non-Executive,Vantage Properties Limited
Crest Partners International,Subsidiary,75% Owned,Delta Tech Co Ltd
Elite Partners GmbH,Ownership,Significant,Stellar Assets BV (HK)
Pacific Tech LLC,Subsidiary,51% Owned,Alpha Health Co.
Orion Resources Enterprises,Director,Executive Director,Stellar Holdings SARL
Alpha Ecommerce Berhad,Shareholder,Minor,Delta Ecommerce LLC
Elite Systems BV,Subsidiary,60% Owned,Beta Holdings SARL (ID)
Asia Finance Corp,Ownership,Major,Asia Investments Berhad (HK)
Victory Properties Co Ltd,Subsidiary,60% Owned,Victory Investments Limited (MY)
Alpha Finance Sdn Bhd,Ownership,Direct,Elite Finance International (BVI)
Vantage Ventures Pt,Ownership,Minor,Horizon Energy Sdn Bhd
Fusion Manufacturing Berhad,Ownership,Minor,Horizon Properties Enterprises (ID)
Summit Partners Corp,Subsidiary,90% Owned,Orion Capital LLC (BVI)
Fusion Holdings Berhad,Ownership,Minor,Elite Properties Co Ltd (ID)
Stellar Manufacturing PLC,Investor,Angel,Sigma Ecommerce PLC
Vantage Holdings LLC,Ownership,Direct,Crest Tech Corp
Gamma Health Co Ltd,Ownership,Minor,Zenith Group LLC (HK)
Global Digital BV,Ownership,Significant,Vertex Ecommerce International (MY)
Pacific Holdings SARL,Subsidiary,100% Owned,Asia Ecommerce Ltd (ID)
Victory Solutions Enterprises,Ownership,Controlling,Titan Properties BV
Elite Holdings GmbH,Ownership,Direct,Pacific Ventures Limited (ID)
Alpha Logistics Co Ltd,Investor,Private Equity,Crest Properties Berhad
Sigma Logistics Pt,Director,Managing Director,Apex Resources PLC
Sigma Logistics PLC,Ownership,Direct,Pinnacle Holdings Co.
Nova Manufacturing Pte Ltd,Ownership,Controlling,Quantum Resources Inc (ID)
Global Energy LLC,Ownership,Major,Vertex Partners Inc
Pacific Capital Pte Ltd,Ownership,Significant,Asia Health Berhad
Nexus Health GmbH,Ownership,Significant,Synergy Energy Co.
Stellar Pay BV,Ownership,Controlling,Victory Resources Co.
Crest Pay Pt,Investor,Private Equity,Vertex Energy BV
Victory Resources Sdn Bhd,Subsidiary,75% Owned,Stellar Media Pt (SG)
Stellar Resources BV,Ownership,Major,Victory Systems Berhad (BVI)
Sigma Manufacturing Limited,Subsidiary,60% Owned,Nexus Assets Enterprises
Global Tech Sdn Bhd,Subsidiary,85% Owned,Nova Manufacturing Sdn Bhd
Victory Infra Enterprises,Ownership,Minor,Prime Energy Enterprises
Gamma Holdings Pt,Ownership,Significant,Vantage Digital Pt
Alpha Capital Inc,Ownership,Controlling,Alpha Systems Sdn Bhd
Elite Infra Ltd,Ownership,Direct,Victory Partners Corp
Elite Ecommerce Co Ltd,Ownership,Significant,Zenith Capital Pte Ltd
Crest Logistics Sdn Bhd,Subsidiary,51% Owned,Sigma Pay Ltd
Vantage Assets Co Ltd,Subsidiary,100% Owned,Catalyst Ventures Limited
Asia Health SARL,Subsidiary,100% Owned,Stellar Systems Ltd
Vertex Systems Pte Ltd,Ownership,Direct,Vertex Investments GmbH
Victory Finance Corp,Ownership,Minor,Nexus Digital Sdn Bhd
Nova Capital Limited,Ownership,Controlling,Delta Group Ltd
Pinnacle Finance LLC,Ownership,Major,Summit Manufacturing Enterprises
Horizon Media Sdn Bhd,Ownership,Major,Vertex Properties Pte Ltd (MY)
Delta Manufacturing BV,Ownership,Indirect,Synergy Capital Corp (MY)
Crest Tech Pt,Ownership,Indirect,Atlas Digital GmbH (KY)
Pacific Logistics Co Ltd,Ownership,Indirect,Catalyst Resources Sdn Bhd (KY)
Synergy Infra LLC,Subsidiary,60% Owned,Apex Holdings LLC (MY)
Apex Health Limited,Ownership,Indirect,Omega Logistics PLC
Delta Systems Berhad,Ownership,Minor,Stellar Investments SARL (TH)
Apex Energy Berhad,Investor,Venture Capital,Nova Group Co Ltd
Apex Pay Pt,Director,Non-Executive,Sigma Health Sdn Bhd (TH)
Zenith Media Sdn Bhd,Ownership,Direct,Stellar Pay LLC (ID)
Alpha Media LLC,Ownership,Significant,Global Assets Co Ltd
Sigma Capital Co Ltd,Ownership,Indirect,Apex Logistics Inc
Prime Properties SARL,Investor,Private Equity,Catalyst Digital Enterprises
Elite Tech Corp,Shareholder,Minor,Synergy Health Co Ltd
Elite Tech LLC,Director,Independent Director,Quantum Capital Corp
Elite Digital LLC,Subsidiary,85% Owned,Stellar Systems Corp
Stellar Finance PLC,Ownership,Significant,Elite Tech Co.
Synergy Logistics Pt,Director,CEO,Gamma Health GmbH (KY)
Victory Resources Corp,Shareholder,Major,Nexus Assets Pt
Apex Digital Limited,Ownership,Major,Titan Partners Berhad
Sigma Infra Berhad,Ownership,Controlling,Zenith Media GmbH (KY)
Sigma Ventures GmbH,Subsidiary,100% Owned,Atlas Ecommerce PLC
Summit Infra Co.,Subsidiary,75% Owned,Orion Infra SARL
Pinnacle Digital SARL,Ownership,Major,Pacific Health SARL (TH)
Pacific Digital Sdn Bhd,Director,Executive Director,Summit Group Enterprises
Nexus Group GmbH,Subsidiary,90% Owned,Quantum Energy Corp (SG)
Sigma Partners Pt,Ownership,Indirect,Pinnacle Solutions Corp
Vertex Finance Co.,Subsidiary,90% Owned,Atlas Energy Sdn Bhd
Quantum Digital SARL,Ownership,Significant,Apex Energy Limited
Quantum Partners SARL,Shareholder,Major,Alpha Group BV (MY)
Elite Finance BV,Subsidiary,51% Owned,Apex Pay Corp
Fusion Ventures GmbH,Subsidiary,85% Owned,Nexus Health LLC (MY)
Stellar Holdings BV,Ownership,Minor,Asia Systems Sdn Bhd (SG)
Quantum Systems Co.,Ownership,Direct,Quantum Manufacturing Corp
Vantage Assets GmbH,Ownership,Significant,Catalyst Resources BV (HK)
Sigma Systems Ltd,Subsidiary,90% Owned,Quantum Group Enterprises
Summit Holdings Enterprises,Subsidiary,100% Owned,Titan Ecommerce International
Elite Properties Ltd,Ownership,Significant,Prime Investments Co Ltd
Synergy Capital Sdn Bhd,Ownership,Direct,Catalyst Group Limited
Elite Logistics Sdn Bhd,Subsidiary,75% Owned,Apex Tech Limited
Asia Pay International,Ownership,Minor,Alpha Systems Pt
Atlas Properties Limited,Subsidiary,100% Owned,Quantum Systems LLC (ID)
Stellar Energy Corp,Subsidiary,75% Owned,Summit Logistics International
Catalyst Manufacturing GmbH,Shareholder,Minor,Quantum Group International
Omega Finance Inc,Shareholder,Minor,Pacific Finance Limited
Nexus Capital Inc,Subsidiary,60% Owned,Victory Solutions Inc (MY)
Apex Health Berhad,Ownership,Minor,Delta Resources Berhad (ID)
Zenith Ventures GmbH,Subsidiary,90% Owned,Atlas Ecommerce GmbH
Quantum Investments Sdn Bhd,Subsidiary,60% Owned,Alpha Media Inc
Summit Media Pt,Subsidiary,60% Owned,Summit Tech LLC (HK)
Pinnacle Tech Enterprises,Ownership,Major,Catalyst Manufacturing Co Ltd (MY)
Vertex Health Sdn Bhd,Shareholder,Minor,Victory Assets Co.
Nova Systems Inc,Director,CTO,Orion Properties Berhad (MY)
Zenith Holdings Pte Ltd,Investor,Series C,Asia Solutions Berhad
Gamma Group Pte Ltd,Investor,Series B,Quantum Resources Pt
Titan Manufacturing Inc,Ownership,Major,Nova Logistics PLC (MY)
Pinnacle Systems Sdn Bhd,Ownership,Major,Vertex Manufacturing Ltd
Victory Manufacturing Sdn Bhd,Subsidiary,100% Owned,Orion Capital Corp
Synergy Manufacturing Pt,Ownership,Direct,Orion Assets Limited (KY)
Omega Partners GmbH,Ownership,Minor,Nexus Infra Pt
Summit Finance Ltd,Subsidiary,51% Owned,Titan Logistics Limited
Pinnacle Pay LLC,Director,CFO,Stellar Partners International
Stellar Energy Enterprises,Subsidiary,90% Owned,Delta Energy GmbH
Synergy Logistics GmbH,Ownership,Major,Sigma Ventures Co Ltd
Orion Digital SARL,Subsidiary,100% Owned,Elite Manufacturing PLC
Asia Logistics Ltd,Investor,Angel,Beta Capital PLC
Zenith Resources Enterprises,Ownership,Indirect,Orion Infra Inc
Delta Infra Co Ltd,Subsidiary,75% Owned,Beta Partners Inc
Nova Systems Pte Ltd,Subsidiary,75% Owned,Nova Infra PLC
Titan Solutions BV,Ownership,Direct,Crest Finance PLC
Titan Manufacturing Co.,Subsidiary,100% Owned,Quantum Investments BV
Beta Capital PLC,Ownership,Major,Summit Health International (KY)
Apex Resources SARL,Ownership,Controlling,Horizon Ventures Berhad
Horizon Investments Pt,Ownership,Significant,Vertex Finance SARL
Beta Media SARL,Ownership,Indirect,Catalyst Capital SARL
Nova Capital Co.,Ownership,Major,Nova Solutions Co Ltd
Synergy Digital PLC,Ownership,Direct,Pinnacle Energy GmbH (BVI)
Fusion Group Pt,Director,Managing Director,Vantage Solutions Ltd
Delta Finance GmbH,Investor,Private Equity,Synergy Partners SARL (BVI)
Sigma Ventures Sdn Bhd,Shareholder,Institutional,Titan Logistics GmbH
Nexus Investments Corp,Shareholder,Institutional,Catalyst Systems Limited
Catalyst Group BV,Ownership,Significant,Omega Manufacturing Berhad
Nova Resources Berhad,Ownership,Direct,Gamma Pay Inc
Elite Digital SARL,Subsidiary,60% Owned,Quantum Ecommerce Limited (BVI)
Elite Ventures SARL,Shareholder,Minor,Omega Assets Ltd
Nexus Partners Ltd,Subsidiary,60% Owned,Pacific Pay Pte Ltd
Prime Infra BV,Ownership,Direct,Alpha Ecommerce Pte Ltd
Synergy Logistics Pt,Ownership,Indirect,Crest Manufacturing SARL
Alpha Capital PLC,Ownership,Significant,Pinnacle Holdings SARL
Catalyst Group Co Ltd,Subsidiary,51% Owned,Zenith Systems International
Elite Finance Berhad,Subsidiary,90% Owned,Pinnacle Systems Pt
Zenith Group International,Subsidiary,60% Owned,Synergy Infra Co Ltd
Vantage Investments GmbH,Ownership,Controlling,Crest Resources GmbH (HK)
Vantage Pay Pte Ltd,Subsidiary,51% Owned,Apex Group Inc
Mr. Singh,Director,Chairman,Vantage Ecommerce Limited (HK)
Apex Health Pte Ltd,Ownership,Significant,Alpha Group Co Ltd
Pacific Solutions Inc,Subsidiary,100% Owned,Sigma Ecommerce Corp
Prime Ecommerce BV,Ownership,Direct,Asia Pay Sdn Bhd
Pacific Investments BV,Ownership,Direct,Elite Properties Co Ltd
Summit Digital SARL,Ownership,Major,Fusion Properties Pte Ltd
Quantum Logistics SARL,Ownership,Significant,Prime Partners Pt
